,count,key,month,satellite,vis_median,year
312,18513,west-bengal-barddhaman,7,F10,0.8571,1994
313,13089,west-bengal-north-twenty-four-parganas,7,F10,1.2000,1994
314,38549,west-bengal-purba-medinipur,8,F10,-0.1429,1994
315,18900,west-bengal-north-twenty-four-parganas,8,F10,0.2286,1994
316,89669,west-bengal-paschim-medinipur,8,F10,-0.4444,1994
317,19601,west-bengal-murshidabad,8,F10,-0.3871,1994
318,13512,west-bengal-koch-bihar,8,F10,-0.7714,1994
319,21209,west-bengal-maldah,8,F10,-0.3871,1994
320,18823,west-bengal-uttar-dinajpur,8,F10,-0.3556,1994
321,13208,west-bengal-nadia,8,F10,-0.0313,1994
322,21228,west-bengal-hugli,8,F10,0.6364,1994
323,7967,west-bengal-darjiling,8,F10,0.2222,1994
324,23440,west-bengal-south-twenty-four-parganas,8,F10,0.3030,1994
325,19797,west-bengal-puruliya,8,F10,-0.1429,1994
326,27975,west-bengal-barddhaman,8,F10,0.0769,1994
327,24903,west-bengal-birbhum,8,F10,-0.3871,1994
328,37205,west-bengal-bankura,8,F10,-0.4444,1994
329,10688,west-bengal-jalpaiguri,8,F10,-0.3556,1994
330,20538,west-bengal-dakshin-dinajpur,8,F10,-0.4444,1994
331,9074,west-bengal-haora,8,F10,0.6129,1994
332,6913,west-bengal-nadia,9,F12,0.9565,1994
333,17192,west-bengal-nadia,9,F10,-0.0440,1994
334,3840,west-bengal-jalpaiguri,9,F12,1.3750,1994
335,10458,west-bengal-jalpaiguri,9,F10,0.1486,1994
336,44282,west-bengal-bankura,9,F10,0.0256,1994
337,21817,west-bengal-uttar-dinajpur,9,F10,-0.3261,1994
338,23679,west-bengal-north-twenty-four-parganas,9,F10,0.2128,1994
339,6366,west-bengal-koch-bihar,9,F12,0.6322,1994
340,17048,west-bengal-bankura,9,F12,-0.0215,1994
341,12741,west-bengal-puruliya,9,F12,0.5769,1994
342,15395,west-bengal-koch-bihar,9,F10,0.2128,1994
343,7116,west-bengal-south-twenty-four-parganas,9,F12,0.9785,1994
344,30106,west-bengal-south-twenty-four-parganas,9,F10,-0.3261,1994
345,7166,west-bengal-north-twenty-four-parganas,9,F12,0.9785,1994
346,12705,west-bengal-birbhum,9,F12,0.5769,1994
347,3360,west-bengal-haora,9,F12,1.6322,1994
348,12974,west-bengal-purba-medinipur,9,F12,-0.0215,1994
349,10389,west-bengal-hugli,9,F12,0.9785,1994
350,41803,west-bengal-purba-medinipur,9,F10,-0.6517,1994
351,8185,west-bengal-maldah,9,F12,-0.0215,1994
352,19554,west-bengal-maldah,9,F10,-0.5410,1994
353,28363,west-bengal-puruliya,9,F10,-0.2558,1994
354,29323,west-bengal-hugli,9,F10,0.4595,1994
355,22421,west-bengal-murshidabad,9,F10,-0.0440,1994
356,11154,west-bengal-murshidabad,9,F12,-0.0215,1994
357,7277,west-bengal-uttar-dinajpur,9,F12,0.3750,1994
358,7589,west-bengal-dakshin-dinajpur,9,F12,0.3750,1994
359,19578,west-bengal-dakshin-dinajpur,9,F10,0.1754,1994
360,9668,west-bengal-darjiling,9,F10,1.2128,1994
361,3405,west-bengal-darjiling,9,F12,1.9565,1994
362,33245,west-bengal-barddhaman,9,F10,0.1754,1994
363,10939,west-bengal-haora,9,F10,0.2317,1994
364,26676,west-bengal-birbhum,9,F10,0.0833,1994
365,14145,west-bengal-barddhaman,9,F12,0.9565,1994
366,33404,west-bengal-paschim-medinipur,9,F12,0.3750,1994
367,103654,west-bengal-paschim-medinipur,9,F10,-0.6517,1994
368,35011,west-bengal-uttar-dinajpur,10,F12,-1.6197,1994
369,48996,west-bengal-birbhum,10,F12,-1.1809,1994
370,35788,west-bengal-maldah,10,F12,-2.0510,1994
371,16419,west-bengal-darjiling,10,F12,-0.1809,1994
372,39946,west-bengal-hugli,10,F12,0.3600,1994
373,32622,west-bengal-north-twenty-four-parganas,10,F12,-0.1809,1994
374,40326,west-bengal-murshidabad,10,F12,-1.5802,1994
375,158895,west-bengal-paschim-medinipur,10,F12,-1.3763,1994
376,27574,west-bengal-koch-bihar,10,F12,-1.6197,1994
377,53133,west-bengal-barddhaman,10,F12,-0.5854,1994
378,50495,west-bengal-puruliya,10,F12,-1.5854,1994
379,18732,west-bengal-jalpaiguri,10,F12,-1.2340,1994
380,27201,west-bengal-nadia,10,F12,-0.6400,1994
381,34100,west-bengal-dakshin-dinajpur,10,F12,-2.2340,1994
382,65903,west-bengal-purba-medinipur,10,F12,-1.1809,1994
383,40241,west-bengal-south-twenty-four-parganas,10,F12,-0.5802,1994
384,15427,west-bengal-haora,10,F12,0.2921,1994
385,76776,west-bengal-bankura,10,F12,-1.3763,1994
386,4434,west-bengal-south-twenty-four-parganas,11,F10,-0.0215,1994
387,30272,west-bengal-murshidabad,11,F12,0.0449,1994
388,5484,west-bengal-murshidabad,11,F10,-1.5484,1994
389,4866,west-bengal-koch-bihar,11,F10,-1.9551,1994
